ko	KOname
K03482	yidP; GntR family transcriptional regulator, glv operon transcriptional regulator
K03486	treR2, treR; GntR family transcriptional regulator, trehalose operon transcriptional repressor
K03489	yydK; GntR family transcriptional regulator, transcriptional regulator of bglA
K03492	gmuR; GntR family transcriptional regulator, regulator of glucomannan utilization
K02043	phnF; GntR family transcriptional regulator, phosphonate transport system regulatory protein
K05836	hutC; GntR family transcriptional regulator, histidine utilization repressor
K10711	frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator
K11922	mngR, farR; GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor
K24966	gamR; GntR family transcriptional regulator, amino sugar utilization regulator
K24967	nagR; GntR family transcriptional regulator, N-acetylglucosamine utilization regulator
K24968	phnF; GntR family transcriptional regulator, repressor of the phnDCE operon
K24969	dasR; GntR family transcriptional regulator, nutrient-sensing system regulator
K03710	K03710; GntR family transcriptional regulator
K03603	fadR; GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
K11474	glcC; GntR family transcriptional regulator, glc operon transcriptional activator
K13637	uxuR; GntR family transcriptional regulator, uxu operon transcriptional repressor
K19775	exuR; GntR family transcriptional regulator, hexuronate regulon transcriptional repressor
K14348	lldR; GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator
K19776	dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor
K22104	nanR; GntR family transcriptional regulator, sialic acid-inducible nan operon repressor
K00375	K00375; GntR family transcriptional regulator / MocR family aminotransferase
K18907	norG; GntR family transcriptional regulator, regulator for abcA and norABC
K07978	plmA; GntR family transcriptional regulator
K07979	ytrA; GntR family transcriptional regulator
K11476	gntR; GntR family transcriptional regulator, gluconate operon transcriptional repressor
K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
K13654	mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator
K15735	csiR; GntR family transcriptional regulator, carbon starvation induced regulator
K22293	rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor
K23015	lgoR; GntR family transcriptional regulator, transcriptional activator for L-galactonate catabolism
K23466	tgnR; GntR family transcriptional regulator, trigonelline degradation regulator
K18476	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
K19047	tetC; TetR/AcrR family transcriptional regulator, repressor of tetCD
K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
K03577	acrR, smeT; TetR/AcrR family transcriptional regulator, acrAB operon repressor
K18136	acrR; TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor
K05501	slmA, ttk; TetR/AcrR family transcriptional regulator
K09017	rutR; TetR/AcrR family transcriptional regulator
K10913	hapR, luxR, litR; TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein
K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
K13770	ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein
K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K16138	uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon
K18301	mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
K18129	mexZ; TetR/AcrR family transcriptional regulator, mexXY operon repressor
K18130	nalC; TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
K18135	nalD; TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18137	adeN; TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon
K18140	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor
K18294	nfxB; TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
K18905	ameR, rmiR; TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
K18937	lfrR; TetR/AcrR family transcriptional regulator, repressor for lfrA
K18938	qacR; TetR/AcrR family transcriptional regulator, repressor for qacA
K18939	lmrA, yxaF; TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor
K18992	cmeR; TetR/AcrR family transcriptional regulator, cmeABC operon repressor
K19060	mphR; TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor
K19335	bdcR; TetR/AcrR family transcriptional regulator, repressor for divergent bdcA
K20325	fhrR; TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
K21453	icaR; TetR/AcrR family transcriptional regulator, biofilm operon repressor
K21961	ethR, etaR; TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
K21962	acnR; TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase
K22041	comR; TetR/AcrR family transcriptional regulator, copper-responsive repressor
K22105	fabR; TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator
K22106	fatR, bscR; TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon
K22107	kstR; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K22108	kstR2; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K22294	nicS; TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator
K23777	cecR; TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity
K24699	mftR; TetR/AcrR family transcriptional regulator, regulator of mycofactocin system
K22295	K22295; TetR/AcrR family transcriptional regulator, repressor for neighboring sulfatase
K23778	rcdA; TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response
K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
K06154	lysM; Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
K15782	doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
K05800	ybaO; Lrp/AsnC family transcriptional regulator
K03556	malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K21748	alkS; LuxR family transcriptional regulator, alkane degradation pathway regulator
K15852	luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
K04333	csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K01994	gerE; LuxR family transcriptional regulator, transcriptional regulator of spore coat protein
K07781	rcsA; LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor
K18304	lasR; LuxR family transcriptional regulator, quorum-sensing system regulator LasR
K18099	rhlR, phzR; LuxR family transcriptional regulator, quorum-sensing system regulator RhlR
K18098	bjaR1, rpaR, rhiR; LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
K07782	sdiA; LuxR family transcriptional regulator, quorum-sensing system regulator SdiA
K19666	solR, cepR, tofR; LuxR family transcriptional regulator, quorum-sensing system regulator SolR
K20540	cepR2; LuxR family transcriptional regulator, quorum-sensing system regulator CepR2
K19731	cciR; LuxR family transcriptional regulator, quorum-sensing system regulator CciR
K19732	traR; LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
K19733	sinR, raiR, avsR; LuxR family transcriptional regulator, quorum-sensing system regulator SinR
K19734	expR; LuxR family transcriptional regulator, quorum-sensing system regulator ExpR
K20252	cinR; LuxR family transcriptional regulator, quorum-sensing system regulator CinR
K20253	bisR; LuxR family transcriptional regulator, quorum-sensing system regulator BisR
K20334	cviR; LuxR family transcriptional regulator, quorum-sensing system regulator CviR
K21697	vjbR; LuxR family transcriptional regulator, quorum-sensing system regulator VjbR
K20330	toxJ; LuxR family transcriptional regulator, activator of tox operons
K20918	vpsT; LuxR family transcriptional regulator, positive regulator of biofilm formation
K21963	ecpR, matA; LuxR family transcriptional regulator, Mat/Ecp fimbriae transcriptional regulator
K21685	ramA; LuxR family transcriptional regulator, regulator of acetate metabolism
K21901	dctR; LuxR family transcriptional regulator, dicarboxylate transport regulator
K22650	bglJ; luxR family transcriptional regulator, regulator of transport and utilization of aryl beta-glucosides
K24912	ramR, amfR; LuxR family transcriptional regulator, transcriptional activator for aerial hyphae formation
K16247	gutR; LuxR family transcriptional regulator, glucitol operon activator
K21907	gadE; LuxR family transcriptional regulator, glutamate-dependent acid resistance regulator
K03712	marR; MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
K09682	hpr; MarR family transcriptional regulator, protease production regulatory protein HPr
K15973	mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
K15974	emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB
K18131	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18906	mgrA; MarR family transcriptional regulator, multiple gene regulator MgrA
K18909	mepR; MarR family transcriptional regulator, repressor for mepA
K20338	rot; MarR family transcriptional regulator, global regulator for virulence
K21454	tcaR; MarR family transcriptional regulator, teicoplanin-associated locus regulator
K22296	nicR; MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator
K22489	hosA; MarR family transcriptional regulator, temperature-dependent positive regulator of motility
K23775	ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator
K03713	glnR; MerR family transcriptional regulator, glutamine synthetase repressor
K08365	merR; MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K19057	merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
K11923	cueR; MerR family transcriptional regulator, copper efflux regulator
K13638	zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA
K13639	soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR
K13640	hspR; MerR family transcriptional regulator, heat shock protein HspR
K19575	bmrR; MerR family transcriptional regulator, activator of bmr gene
K19592	golS; MerR family transcriptional regulator, gold-responsive activator of gol and ges genes
K21089	mlrA; MerR family transcriptional regulator, activator of the csg genes
K21743	mta; MerR family transcriptional regulator, multidrug-efflux activator
K21744	tipA; MerR family transcriptional regulator, thiopeptide resistance regulator
K21745	adhR; MerR family transcriptional regulator, aldehyde-responsive regulator
K21972	bluR; MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes
K22491	litR; MerR family transcriptional regulator, light-induced transcriptional regulator
K23776	tnrA; MerR family transcriptional regulator, global nitrogen regulator
K21902	yfmP; MerR family transcriptional regulator, repressor of the yfmOP operon
K03711	fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K22297	furA; Fur family transcriptional regulator, stress-responsive regulator
K09823	zur; Fur family transcriptional regulator, zinc uptake regulator
K02076	zurR, zur; Fur family transcriptional regulator, zinc uptake regulator
K09825	perR; Fur family transcriptional regulator, peroxide stress response regulator
K09826	irr; Fur family transcriptional regulator, iron response regulator
K13641	iclR; IclR family transcriptional regulator, acetate operon repressor
K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
K05818	mhpR; IclR family transcriptional regulator, mhp operon transcriptional activator
K10973	allR; IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons
K19333	kdgR; IclR family transcriptional regulator, KDG regulon repressor
K20329	qsmR; IclR family transcriptional regulator, positive regulator for flagellar biogenesis
K20539	blcR; IclR family transcriptional regulator, blcABC operon repressor
K21602	yiaJ; IclR family transcriptional regulator, carbohydrate utilization repressor
K21827	arcR; IclR family transcriptional regulator, arginine deiminase pathway regulator
K10914	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K13642	ftrB; CRP/FNR family transcriptional regulator, transcriptional activator FtrB
K15861	fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
K21555	cooA; CRP/FNR family transcriptional regulator, carbon monoxide oxidation system transcription regulator
K21556	malR; CRP/FNR family transcriptional regulator, polysaccharide utilization system transcription regulator
K21558	cprK; CRP/FNR family transcriptional regulator, reductive dehalogenation system regulator
K21560	prfA; CRP/FNR family transcriptional regulator, listeriolysin regulatory protein
K21561	ntcA; CRP/FNR family transcriptional regulator, global nitrogen regulator
K21562	flp; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
