KOGID	kogidname
KOG4439	RNA polymerase II transcription termination factor TTF2/lodestar, DEAD-box superfamily
KOG4440	NMDA selective glutamate-gated ion channel receptor subunit GRIN1
KOG4441	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
KOG4442	Clathrin coat binding protein/Huntingtin interacting protein HIP1, involved in regulation of endocytosis
KOG4443	Putative transcription factor HALR/MLL3, involved in embryonic development
KOG4444	Peroxisomal assembly protein PEX3
KOG4445	Uncharacterized conserved protein, contains RWD domain
KOG4446	Uncharacterized conserved protein
KOG4447	Transcription factor TWIST
KOG4448	Uncharacterized conserved protein, contains phosphotyrosine interaction (PI) domain
KOG4449	Translocase of outer mitochondrial membrane complex, subunit TOM7
KOG4450	Uncharacterized conserved protein
KOG4451	Uncharacterized conserved protein (tumor-associated antigen HCA127 in humans)
KOG4452	Predicted membrane protein
KOG4453	Predicted ER membrane protein
KOG4454	RNA binding protein (RRM superfamily)
KOG4455	Uncharacterized conserved protein
KOG4456	Inner centromere protein (INCENP), C-terminal domain
KOG4457	Uncharacterized conserved protein
KOG4458	Nitric oxide synthase-binding protein, contains PTB domain
KOG4459	Membrane-associated proteoglycan Leprecan
KOG4460	Nuclear pore complex, Nup88/rNup84 component
KOG4461	Mitochondrial 28S ribosomal protein S30
KOG4462	WASP-interacting protein VRP1/WIP, contains WH2 domain
KOG4463	Uncharacterized conserved protein
KOG4464	Signaling protein RIC-8/synembryn (regulates neurotransmitter secretion)
KOG4465	Uncharacterized conserved protein
KOG4466	Component of histone deacetylase complex (breast carcinoma metastasis suppressor 1 protein in human)
KOG4467	Uncharacterized conserved protein
KOG4468	Polycomb-group transcriptional regulator
KOG4469	Uncharacterized conserved protein
KOG4470	Proteasome activator subunit
KOG4471	Phosphatidylinositol 3-phosphate 3-phosphatase myotubularin MTM1
KOG4472	Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)
KOG4473	Uncharacterized membrane protein
KOG4474	Uncharacterized conserved protein
KOG4475	FOG: Immunoglobin and related proteins
KOG4476	Gluconate transport-inducing protein
KOG4477	RING1 interactor RYBP and related Zn-finger-containing proteins
KOG4478	Uncharacterized membrane protein
KOG4479	Transcription factor e(y)2
KOG4480	Heme oxygenase
KOG4481	Uncharacterized conserved protein
KOG4482	Sarcoglycan complex, alpha/epsilon subunits
KOG4483	Uncharacterized conserved protein
KOG4484	Uncharacterized conserved protein
KOG4485	Uncharacterized conserved protein, contains ankyrin and FN3 repeats
KOG4486	3-methyladenine DNA glycosylase
KOG4487	Uncharacterized conserved protein
KOG4488	Small EDRK-rich protein H4F5
KOG4489	Uncharacterized conserved protein BC10 (implicated in bladder cancer in humans)
KOG4490	Translocon-associated complex TRAP, gamma subunit
KOG4491	Predicted membrane protein
KOG4492	Chorismate synthase
KOG4493	Uncharacterized conserved protein
KOG4494	Cell surface ATP diphosphohydrolase Apyrase
KOG4495	RNA polymerase II transcription elongation factor Elongin/SIII, subunit elongin B
KOG4496	Predicted coiled-coil protein
KOG4497	Uncharacterized conserved protein WDR8, contains WD repeats
KOG4498	Uncharacterized conserved protein
KOG4499	Ca2+-binding protein Regucalcin/SMP30
KOG4500	Rho/Rac GTPase guanine nucleotide exchange factor smgGDS/Vimar
KOG4501	Transcription coactivator complex, P100 component
KOG4502	Predicted membrane protein
KOG4503	Uncharacterized conserved membrane protein
KOG4504	Cation-independent mannose-6-phosphate receptor CI-MPR
KOG4505	Na+/H+ antiporter
KOG4506	Uncharacterized conserved protein
KOG4507	Uncharacterized conserved protein, contains TPR repeats
KOG4508	Uncharacterized conserved protein
KOG4509	Uncharacterized conserved protein
KOG4510	Permease of the drug/metabolite transporter (DMT) superfamily
KOG4511	Uncharacterized conserved protein
KOG4512	Vitamin D3 receptor interacting protein
KOG4513	Phosphoglycerate mutase
KOG4514	Uncharacterized conserved protein
KOG4515	Uncharacterized conserved protein
KOG4516	NADH:ubiquinone oxidoreductase, NDUFC2/B14.5B subunit
KOG4517	Uncharacterized conserved protein
KOG4518	Hydroxypyruvate isomerase
KOG4519	Phosphomevalonate kinase
KOG4520	Predicted coiled-coil protein
KOG4521	Nuclear pore complex, Nup160 component
KOG4522	RNA polymerase II transcription mediator
KOG4523	Uncharacterized conserved protein
KOG4524	Uncharacterized conserved protein
KOG4525	Jacalin-like lectin domain-containing protein
KOG4526	Predicted membrane protein
KOG4527	Cytochrome c oxidase, subunit VIIc/COX8
KOG4528	Uncharacterized conserved protein
KOG4529	Uncharacterized conserved protein
KOG4530	Predicted flavoprotein
KOG4531	M phase phosphoprotein 6
KOG4532	WD40-like repeat containing protein
KOG4533	Uncharacterized conserved protein
KOG4534	Uncharacterized conserved protein
KOG4535	HEAT and armadillo repeat-containing protein
KOG4536	Predicted membrane protein
KOG4537	Zn-ribbon-containing protein implicated in mitosis
KOG4538	Predicted coiled-coil protein
KOG4539	Uncharacterized conserved protein
KOG4540	Putative lipase essential for disintegration of autophagic bodies inside the vacuole
KOG4541	Nuclear transport receptor exportin 4 (importin beta superfamily)
KOG4542	Predicted membrane protein
KOG4543	Uncharacterized conserved protein
KOG4544	Uncharacterized conserved protein
KOG4545	Uncharacterized conserved protein
KOG4546	Peroxisomal biogenesis protein (peroxin 16)
KOG4547	WD40 repeat-containing protein
KOG4548	Mitochondrial ribosomal protein L17
KOG4549	Magnesium-dependent phosphatase
KOG4550	Predicted membrane protein
KOG4551	GPI-GlcNAc transferase complex, PIG-H component, involved in glycosylphosphatidylinositol anchor biosynthesis
KOG4552	Vitamin-D-receptor interacting protein complex component
KOG4553	Uncharacterized conserved protein
KOG4554	Protein involved in inorganic phosphate transport
KOG4555	TPR repeat-containing protein
KOG4556	Predicted membrane protein
KOG4557	Origin recognition complex, subunit 6
KOG4558	Uncharacterized conserved protein
KOG4559	Uncharacterized conserved protein
KOG4560	Transcription factor IIIC box B binding (alpha) subunit
KOG4561	Uncharacterized conserved protein, contains TBC domain
KOG4562	Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans)
KOG4563	Cell cycle-regulated histone H1-binding protein
KOG4564	Adenylate cyclase-coupled calcitonin receptor
KOG4565	E93 protein involved in programmed cell death, putative transcription regulator
KOG4566	Cytokine-inducible SH2 protein
KOG4567	GTPase-activating protein
KOG4568	Cytoskeleton-associated protein and related proteins
KOG4569	Predicted lipase
KOG4570	Uncharacterized conserved protein
KOG4571	Activating transcription factor 4
KOG4572	Predicted DNA-binding transcription factor, interacts with stathmin
KOG4573	Phosphoprotein involved in cytoplasm to vacuole targeting and autophagy
KOG4574	RNA-binding protein (contains RRM and Pumilio-like repeats)
KOG4575	TGc (transglutaminase/protease-like) domain-containing protein involved in cytokinesis
KOG4576	Sulfite oxidase, heme-binding component
KOG4577	Transcription factor LIM3, contains LIM and HOX domains
KOG4578	Uncharacterized conserved protein, contains KAZAL and TY domains
KOG4579	Leucine-rich repeat (LRR) protein associated with apoptosis in muscle tissue
KOG4580	Component of vacuolar transporter chaperone (Vtc) involved in vacuole fusion
KOG4581	Predicted membrane protein
KOG4582	Uncharacterized conserved protein, contains ZZ-type Zn-finger
KOG4583	Membrane-associated ER protein involved in stress response (contains ubiquitin-like domain)
KOG4584	Uncharacterized conserved protein
KOG4585	Predicted transposase
KOG4586	CUB domain-containing protein
KOG4587	Predicted membrane protein
KOG4588	Predicted ubiquitin-conjugating enzyme
KOG4589	Cell division protein FtsJ
KOG4590	Signal transduction protein Enabled, contains WH1 domain
KOG4591	Uncharacterized conserved protein, contains BTB/POZ domain
KOG4592	Uncharacterized conserved protein
KOG4593	Mitotic checkpoint protein MAD1
KOG4594	Sequence-specific single-stranded-DNA-binding protein
KOG4595	Uncharacterized conserved protein
KOG4596	Uncharacterized conserved protein
KOG4597	Serine proteinase inhibitor (KU family) with thrombospondin repeats
KOG4598	Putative ubiquitin-specific protease
KOG4599	Putative mitochondrial/chloroplast ribosomal protein L45
KOG4600	Mitochondrial ribosomal protein MRP7 (L2)
KOG4601	Uncharacterized conserved protein
KOG4602	Nanos and related proteins
KOG4603	TBP-1 interacting protein
KOG4604	Uncharacterized conserved protein
KOG4605	Uncharacterized conserved protein containing CDGSH-type Zn-finger
KOG4606	Uncharacterized conserved protein
KOG4607	Mitochondrial ribosomal protein L9
KOG4608	Uncharacterized conserved protein
KOG4609	Predicted phosphoglycerate mutase
KOG4610	Uncharacterized conserved protein
KOG4611	Uncharacterized conserved protein
KOG4612	Mitochondrial ribosomal protein L34
KOG4613	Predicted component of DNA replication checkpoint response mechanism (S-M checkpoint)
KOG4614	Inner membrane protein required for assembly of the F0 sector of ATP synthase
KOG4615	Uncharacterized conserved protein
KOG4616	Mitochondrial ribosomal protein L55
KOG4617	Uncharacterized conserved protein
KOG4618	Uncharacterized conserved protein
KOG4619	Uncharacterized conserved protein
KOG4620	Uncharacterized conserved protein
KOG4621	Uncharacterized conserved protein
KOG4622	Predicted nucleotide kinase
KOG4623	Uncharacterized conserved protein
KOG4624	Uncharacterized conserved protein
KOG4625	Notch signaling protein Neuralized, Nuez domain
KOG4626	O-linked N-acetylglucosamine transferase OGT
KOG4627	Kynurenine formamidase
KOG4628	Predicted E3 ubiquitin ligase
KOG4629	Predicted mechanosensitive ion channel
KOG4630	NADH:ubiquinone oxidoreductase, NDUFA7/B14.5A subunit
KOG4631	NADH:ubiquinone oxidoreductase, NDUFB3/B12 subunit
KOG4632	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit
KOG4633	NADH:ubiquinone oxidoreductase, NDUFB6/B17 subunit
KOG4634	Mitochondrial F1F0-ATP synthase, subunit Cf6 (coupling factor 6)
KOG4635	Vacuolar import and degradation protein
KOG4636	Uncharacterized conserved protein with TLDc domain
KOG4637	Adaptor for phosphoinositide 3-kinase
KOG4638	Uncharacterized conserved protein
KOG4639	RNase P/RNase MRP subunit POP5
KOG4640	Anaphase-promoting complex (APC), subunit 4
KOG4641	FOG: Toll/interleukin receptor and related proteins containing LRR and TIR repeats
KOG4642	Chaperone-dependent E3 ubiquitin protein ligase (contains TPR repeats)
KOG4643	Uncharacterized coiled-coil protein
KOG4644	L-fucose kinase
KOG4645	MAPKKK (MAP kinase kinase kinase) SSK2 and related serine/threonine protein kinases
KOG4646	Uncharacterized conserved protein, contains ARM repeats
KOG4647	Uncharacterized membrane protein
KOG4648	Uncharacterized conserved protein, contains LRR repeats
KOG4649	PQQ (pyrrolo-quinoline quinone) repeat protein
KOG4650	Predicted steroid reductase
KOG4651	Chondroitin 6-sulfotransferase and related sulfotransferases
KOG4652	HORMA domain
KOG4653	Uncharacterized conserved protein
KOG4654	Uncharacterized conserved protein
KOG4655	U3 small nucleolar ribonucleoprotein (snoRNP) component
KOG4656	Copper chaperone for superoxide dismutase
KOG4657	Uncharacterized conserved protein
KOG4658	Apoptotic ATPase
KOG4659	Uncharacterized conserved protein (Rhs family)
KOG4660	Protein Mei2, essential for commitment to meiosis, and related proteins
KOG4661	Hsp27-ERE-TATA-binding protein/Scaffold attachment factor (SAF-B)
KOG4662	NADH dehydrogenase subunit 3 and related proteins
KOG4663	Cytochrome b
KOG4664	Cytochrome oxidase subunit III and related proteins
KOG4665	ATP synthase F0 subunit 6 and related proteins
KOG4666	Predicted phosphate acyltransferase, contains PlsC domain
KOG4667	Predicted esterase
KOG4668	NADH dehydrogenase subunits 2, 5, and related proteins
KOG4669	NADH dehydrogenase subunit 4L and related proteins
KOG4670	Uncharacterized conserved membrane protein
KOG4671	Brain cell membrane protein 1 (BCMP1)
KOG4672	Uncharacterized conserved low complexity protein
KOG4673	Transcription factor TMF, TATA element modulatory factor
KOG4674	Uncharacterized conserved coiled-coil protein
KOG4675	Uncharacterized conserved protein, contains ENT domain
KOG4676	Splicing factor, arginine/serine-rich
KOG4677	Golgi integral membrane protein
KOG4678	FOG: Calponin homology domain
KOG4679	Uncharacterized protein PSP1 (suppressor of DNA polymerase alpha mutations in yeast)
KOG4680	Uncharacterized conserved protein, contains ML domain
KOG4681	Uncharacterized conserved protein
KOG4682	Uncharacterized conserved protein, contains BTB/POZ domain
KOG4683	Uncharacterized conserved protein
KOG4684	Uncharacterized conserved protein, contains C4-type Zn-finger
KOG4685	tRNA splicing endonuclease SEN2
KOG4686	Predicted sugar transporter
KOG4687	Uncharacterized coiled-coil protein
KOG4688	Putative beta-catenin-Tcf/Lef signaling pathway component DRCTNNB1A
KOG4689	Predicted RNase
KOG4690	Uncharacterized conserved protein
KOG4691	Uncharacterized conserved protein
KOG4692	Predicted E3 ubiquitin ligase
KOG4693	Uncharacterized conserved protein, contains kelch repeat
KOG4694	Predicted membrane protein
KOG4695	Uncharacterized conserved protein
KOG4696	Uncharacterized conserved protein
KOG4697	Integral membrane protein involved in transport between the late Golgi and endosome
KOG4698	Uncharacterized conserved protein
KOG4699	Preprotein translocase subunit Sec66
KOG4700	Uncharacterized homolog of ribosome-binding factor A
KOG4701	Chitinase
KOG4702	Uncharacterized conserved protein
KOG4703	Uncharacterized conserved protein
KOG4704	Uncharacterized conserved protein
KOG4705	Uncharacterized conserved protein
KOG4706	Uncharacterized conserved protein
KOG4707	Mitochondrial/chloroplast ribosomal protein L20
KOG4708	Mitochondrial ribosomal protein MRP17
KOG4709	Uncharacterized conserved protein
KOG4710	E3 ubiquitin ligase, VHL component (von Hippel-Lindau tumor suppressor in humans)
KOG4711	Predicted membrane protein
KOG4712	Uncharacterized conserved protein
KOG4713	Cyclin-dependent kinase 2-associated protein
KOG4714	Nucleoporin
KOG4715	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin 
KOG4716	Thioredoxin reductase
KOG4717	Serine/threonine protein kinase
KOG4718	Non-SMC (structural maintenance of chromosomes) element 1 protein (NSE1)
KOG4719	Nuclear pore complex protein
KOG4720	Ethanolamine kinase
KOG4721	Serine/threonine protein kinase, contains leucine zipper domain
KOG4722	Zn-finger protein
KOG4723	Uncharacterized conserved protein
KOG4724	Predicted Rho GTPase-activating protein
KOG4725	Uncharacterized conserved protein
KOG4726	Ultrahigh sulfur keratin-associated protein
KOG4727	U1-like Zn-finger protein
KOG4728	Anti-apoptotic Bcl-2 family proteins, prevent opening of mitochondrial porin channel
KOG4729	Galactoside-binding lectin
KOG4730	D-arabinono-1, 4-lactone oxidase
KOG4731	Protein predicted to be involved in spindle matrix formation, contains DM13, DoH, and DOMON domains
KOG4732	Uncharacterized conserved protein
KOG4733	FOG: RRM domain
KOG4734	Uncharacterized conserved protein
KOG4735	Extracellular protein with conserved cysteines
KOG4736	Uncharacterized conserved protein
KOG4737	ATPase membrane sector associated protein
KOG4738	Predicted metallothionein
KOG4739	Uncharacterized protein involved in synaptonemal complex formation
KOG4740	Uncharacterized conserved protein
KOG4741	Uncharacterized conserved protein
KOG4742	Predicted chitinase
KOG4743	Cyclin-dependent kinase inhibitor
KOG4744	Uncharacterized conserved protein
KOG4745	Metalloproteinase inhibitor TIMP and related proteins
KOG4746	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
KOG4747	Two-component phosphorelay intermediate involved in MAP kinase cascade regulation
KOG4748	Subunit of Golgi mannosyltransferase complex
KOG4749	Inositol polyphosphate kinase
KOG4750	Serine O-acetyltransferase
